USB_V,USB_A,USB_W,Int_Accel,Ext_Accel,Net_Traffic,RF_Density,Sys_Temp,Label
4.99,0.453,2.24,0.2996,0.2343,6.455,-63.5,48.8,No
4.95,2.416,11.906,2.9551,2.8311,110.055,-14.7,80.0,Yes
5.055,0.141,0.712,0.0254,0.04,1.399,-90.1,34.0,No
4.918,2.583,12.701,3.1147,3.8508,98.763,-29.1,80.8,Yes
5.047,0.144,0.729,0.1148,0.057,1.782,-80.7,38.7,No
5.063,0.143,0.7,0.0853,0.0514,1.995,-87.4,30.0,No
5.035,0.036,0.175,0.0793,0.015,0.915,-76.8,41.6,No
5.076,0.387,1.964,0.0984,0.2121,6.297,-73.7,40.3,No
5.045,0.01,0.056,0.0579,0.0828,0.94,-82.6,31.1,No
5.067,0.154,0.81,0.1604,0.167,4.649,-57.2,45.1,No
5.06,0.048,0.24,0.0568,0.0394,2.565,-93.3,34.6,No
5.002,2.026,10.193,1.5734,2.043,68.182,-47.0,73.6,Yes
5.005,0.425,2.102,0.2804,0.2671,6.093,-55.6,53.6,No
4.962,1.322,6.5,2.0937,2.2722,69.555,-30.0,72.2,Yes
5.052,0.14,0.704,0.0271,0.0375,1.259,-87.2,35.6,No
4.89,2.816,13.742,3.8568,3.2214,106.121,-16.6,90.3,Yes
5.035,0.489,2.492,0.3255,0.1846,7.857,-49.9,48.0,No
5.017,0.376,1.885,0.137,0.1333,1.896,-72.6,40.1,No
5.041,0.032,0.17,0.0084,0.0517,2.539,-77.5,35.1,No
5.063,0.01,0.05,0.0452,0.0095,1.881,-79.8,36.8,No
5.048,0.018,0.081,0.0391,0.0488,1.289,-91.0,33.8,No
5.023,0.317,1.615,0.1565,0.1853,3.855,-88.6,43.5,No
5.048,0.198,0.957,0.0922,0.104,2.599,-78.6,44.9,No
4.981,1.559,7.61,1.4091,1.697,80.632,-42.1,80.1,Yes
4.882,2.307,11.294,2.5943,4.1546,129.671,-17.3,76.6,Yes
4.914,2.806,13.906,3.1663,4.4716,76.476,-10.1,80.1,Yes
5.036,0.408,2.062,0.26,0.1312,5.814,-73.5,37.1,No
4.878,2.72,13.313,3.1073,3.1908,95.77,-34.1,87.2,Yes
5.028,0.171,0.853,0.0617,0.0306,1.706,-80.0,41.4,No
5.007,0.445,2.249,0.2724,0.288,6.27,-59.2,49.2,No
4.993,1.359,6.644,2.1797,1.8684,68.04,-24.5,73.0,Yes
5.047,0.043,0.231,0.0825,0.0185,1.557,-76.7,41.3,No
5.02,1.18,5.95,0.8909,0.8345,22.903,-43.9,52.0,No
4.951,1.939,9.572,3.2183,2.0317,144.768,-18.2,85.3,Yes
5.024,0.039,0.205,0.1159,0.0579,0.883,-90.7,33.7,No
5.011,1.147,5.676,0.4793,0.8488,28.43,-37.7,67.6,Yes
5.038,0.357,1.81,0.263,0.0866,2.21,-67.4,46.5,No
5.051,0.09,0.451,0.0492,0.0118,2.871,-88.7,38.6,No
5.038,0.307,1.575,0.2659,0.0907,5.652,-69.8,48.0,No
4.856,1.864,9.006,2.2627,3.705,133.865,-14.9,81.3,Yes
5.065,0.066,0.33,0.0346,0.0288,1.987,-82.4,36.8,No
4.872,2.378,11.586,2.9977,3.9891,84.342,-9.4,89.0,Yes
5.047,0.051,0.257,0.0596,0.0544,1.441,-92.3,37.2,No
5.028,0.436,2.18,0.1878,0.1001,5.17,-72.8,42.7,No
4.872,2.633,12.835,3.6117,2.9851,112.784,-30.1,90.3,Yes
4.948,2.279,11.132,3.2334,4.1952,122.608,-24.2,82.8,Yes
4.872,2.298,11.229,2.5679,3.5223,117.045,-19.2,81.8,Yes
5.018,0.294,1.457,0.07,0.0573,2.442,-60.0,39.7,No
4.95,1.597,7.85,2.3652,3.257,135.02,-4.0,81.5,Yes
4.942,1.56,7.659,1.9985,1.9607,86.58,-44.1,73.0,Yes
5.045,0.132,0.672,0.0874,0.0234,2.752,-75.4,35.2,No
4.922,1.917,9.462,2.1144,2.063,142.826,-21.8,77.8,Yes
5.023,0.109,0.547,0.0873,0.028,2.66,-92.1,34.0,No
5.028,0.735,3.74,0.4089,0.5531,14.949,-38.8,60.5,No
4.913,1.637,8.096,1.8365,3.3837,129.502,-18.1,77.8,Yes
5.06,0.123,0.64,0.1125,0.0372,1.075,-92.2,30.2,No
4.871,2.352,11.453,3.0971,3.257,140.011,-21.4,82.7,Yes
4.914,1.99,9.73,2.6703,3.1861,111.24,-9.9,78.2,Yes
4.925,1.682,8.073,2.6834,2.1197,143.427,-26.2,79.1,Yes
5.062,0.114,0.585,0.0384,0.0257,1.43,-87.0,40.0,No
5.034,0.32,1.64,0.2663,0.0517,2.966,-71.3,52.0,No
4.891,1.718,8.363,1.9175,2.695,95.745,-25.5,71.7,Yes
4.912,2.196,10.719,2.7913,3.008,115.814,-20.4,87.7,Yes
5.016,0.187,0.931,0.1352,0.1681,2.372,-73.0,40.0,No
5.034,0.138,0.709,0.0722,0.0463,1.179,-94.4,35.2,No
5.051,0.365,1.834,0.1359,0.1233,6.814,-74.3,41.9,No
4.932,1.734,8.656,2.833,3.2123,142.46,-17.0,73.8,Yes
5.032,0.098,0.5,0.0608,0.0625,0.884,-92.5,43.1,No
5.075,0.159,0.797,0.0002,0.0415,1.8,-88.3,31.9,No
4.99,0.459,2.27,0.2806,0.1645,6.124,-59.0,50.8,No
4.885,2.731,13.425,3.4296,4.3958,117.206,-19.5,86.3,Yes
5.062,0.078,0.42,0.0488,0.0438,0.957,-77.7,37.1,No
5.038,0.506,2.555,0.216,0.2615,5.737,-63.5,44.5,No
4.924,2.141,10.617,2.9557,2.1276,121.737,-20.5,79.9,Yes
5.026,0.518,2.629,0.3047,0.1719,6.538,-69.4,47.8,No
5.016,0.576,2.974,0.4794,0.7782,13.788,-59.1,66.9,Yes
4.935,2.075,10.267,2.2912,2.3351,146.098,-18.0,75.3,Yes
5.061,0.017,0.079,0.0626,0.0347,3.27,-87.5,33.7,No
4.942,1.711,8.608,1.9237,3.3387,125.744,-20.6,80.4,Yes
5.063,0.067,0.34,0.0945,0.0362,0.826,-101.7,35.6,No
4.986,0.875,4.279,0.635,0.8422,10.826,-49.6,64.6,Yes
4.992,0.695,3.462,0.8018,0.7099,39.6,-50.7,66.4,Yes
4.91,2.95,14.404,2.9796,3.0418,134.35,-27.7,87.7,Yes
5.043,0.26,1.311,0.1248,0.0923,1.162,-73.3,45.8,No
5.058,0.049,0.251,0.1175,0.0691,1.749,-96.3,30.0,No
5.044,0.043,0.228,0.1074,0.0411,1.379,-86.1,36.6,No
4.981,1.39,6.999,2.3639,1.8628,93.484,-52.4,71.1,Yes
4.851,2.387,11.665,2.7674,4.0379,135.32,-10.6,84.3,Yes
5.053,0.061,0.304,0.1194,0.0199,0.919,-93.6,37.4,No
5.019,0.175,0.849,0.0906,0.074,2.843,-68.3,47.8,No
4.907,2.095,10.297,1.8107,3.3743,115.134,-17.3,75.0,Yes
5.035,0.119,0.611,0.0905,0.0043,2.819,-83.2,42.3,No
5.0,0.113,0.566,0.0761,0.1215,3.102,-89.1,41.8,No
5.027,0.104,0.529,0.0992,0.0085,0.741,-89.9,41.0,No
4.906,2.019,10.021,1.9004,2.0406,135.175,-11.1,82.7,Yes
5.04,1.026,5.186,0.7472,0.5597,14.385,-56.6,63.4,No
4.927,1.987,9.886,2.0001,2.641,102.259,-26.7,81.3,Yes
4.857,2.448,11.961,3.2627,2.965,143.611,-2.5,79.8,Yes
4.98,1.593,7.956,1.4768,2.2077,65.69,-34.5,76.7,Yes
5.005,0.732,3.67,0.5987,0.8405,8.902,-40.3,58.8,Yes
4.98,1.14,5.709,0.5134,0.7817,10.498,-58.1,57.5,Yes
5.064,0.032,0.182,0.0732,0.0343,0.975,-84.4,39.9,No
5.017,1.181,5.883,0.7937,0.4599,38.461,-30.7,67.5,No
5.023,0.111,0.527,0.2707,0.1576,1.908,-73.3,43.9,No
4.982,1.693,8.319,2.3574,1.2335,51.145,-39.8,74.2,Yes
4.968,1.567,7.729,1.7151,1.5154,52.078,-36.6,80.4,Yes
4.882,3.037,14.715,3.2055,4.4067,120.248,-14.6,92.7,Yes
4.903,2.667,13.105,3.7254,3.9963,98.497,-16.6,91.8,Yes
5.006,0.489,2.46,0.2358,0.2508,5.312,-70.3,55.0,No
5.051,0.171,0.855,0.0965,0.0688,2.84,-93.8,40.0,No
5.012,1.761,8.842,2.376,2.1002,62.645,-37.1,76.5,Yes
5.004,1.01,4.957,0.74,0.73,32.228,-47.4,52.0,No
4.862,2.147,10.436,2.9564,2.5954,133.395,-22.9,84.8,Yes
4.893,2.824,13.775,3.118,4.2561,106.541,-11.3,87.6,Yes
4.886,3.0,14.888,3.8777,3.9759,87.16,-19.9,81.9,Yes
5.058,0.052,0.26,0.1088,0.0136,1.358,-80.2,38.2,No
5.044,0.036,0.192,0.1199,0.0776,1.78,-76.5,33.7,No
5.062,0.149,0.771,0.0417,0.0602,2.444,-84.2,36.1,No
5.036,0.063,0.339,0.077,0.0285,0.979,-84.9,30.0,No
5.013,1.279,6.406,0.7149,0.6385,22.058,-47.1,60.4,Yes
4.928,2.297,11.183,2.0719,3.0283,110.28,-24.5,79.4,Yes
4.997,1.133,5.697,0.3841,0.3081,32.392,-33.9,62.4,No
5.005,1.113,5.643,0.6397,0.5718,17.273,-50.5,61.4,Yes
5.0,0.152,0.723,0.1814,0.0978,6.813,-77.7,42.1,No
5.027,0.478,2.427,0.2905,0.2729,6.805,-59.4,50.7,No
5.044,0.028,0.132,0.002,0.0183,1.791,-95.3,35.0,No
5.045,0.435,2.161,0.1378,0.0347,6.182,-44.9,44.0,No
4.981,0.992,4.986,0.568,0.4394,17.879,-46.2,69.8,Yes
4.974,1.961,9.72,1.6806,1.7981,59.887,-35.5,70.6,Yes
5.032,0.429,2.165,0.2313,0.189,6.063,-46.4,55.0,No
5.021,0.032,0.169,0.0778,0.0384,2.866,-91.3,34.4,No
4.9,2.498,12.206,2.1908,3.084,95.757,-23.1,68.0,Yes
5.066,0.139,0.716,0.0465,0.0285,2.738,-86.4,32.5,No
4.874,3.017,14.616,2.7305,4.2623,83.854,-33.2,75.5,Yes
4.978,1.941,9.622,2.358,1.2139,83.445,-30.7,79.4,Yes
5.023,0.664,3.295,0.5498,0.3109,24.445,-37.3,67.3,Yes
4.979,1.621,8.157,2.0128,1.3944,86.472,-31.2,62.7,Yes
4.957,1.404,6.948,1.2219,2.3268,90.725,-55.2,73.1,Yes
5.037,0.016,0.077,0.0367,0.0709,2.259,-82.1,30.0,No
4.879,1.986,9.687,2.2354,2.7966,109.006,-32.5,81.9,Yes
4.876,2.679,13.127,2.8364,4.4042,78.906,-27.4,84.3,Yes
5.056,0.246,1.22,0.086,0.1288,6.256,-79.0,40.5,No
5.053,0.154,0.77,0.0422,0.0439,1.382,-89.8,38.8,No
4.993,1.004,5.05,0.8122,0.8123,9.908,-43.0,59.8,No
5.016,0.168,0.827,0.0614,0.0474,1.988,-74.4,36.8,No
4.989,1.122,5.644,0.6126,0.3264,35.531,-56.4,69.6,No
5.051,0.383,1.909,0.1793,0.1257,5.942,-80.9,37.0,No
4.946,2.639,13.11,2.8511,2.5416,137.584,-12.3,80.9,Yes
4.986,1.684,8.335,2.2157,1.67,85.239,-42.9,74.5,Yes
4.999,0.469,2.337,0.3137,0.2474,5.874,-64.4,47.9,No
4.883,2.176,10.535,3.384,2.4985,125.046,-4.9,87.2,Yes
5.008,0.405,2.032,0.1782,0.1004,4.825,-55.6,43.9,No
5.062,0.074,0.378,0.0057,0.0417,1.113,-90.8,37.3,No
5.033,0.149,0.74,0.1217,0.1816,5.694,-65.5,50.3,No
5.04,0.122,0.595,0.1148,0.0301,2.264,-89.4,36.1,No
4.951,1.463,7.282,2.0481,1.9816,94.441,-37.8,72.7,Yes
5.001,0.535,2.715,0.2296,0.25,7.237,-50.0,51.5,No
5.018,0.309,1.557,0.0924,0.1232,2.625,-85.3,46.3,No
5.025,0.142,0.769,0.2606,0.1657,2.152,-68.9,43.7,No
5.057,0.141,0.712,0.0767,0.0436,2.194,-93.1,30.8,No
5.0,0.194,0.988,0.2658,0.1765,6.391,-77.9,42.4,No
5.068,0.143,0.714,0.0349,0.0606,3.06,-79.9,43.1,No
5.021,0.167,0.849,0.0634,0.0778,4.59,-90.8,49.0,No
5.013,0.41,2.076,0.3271,0.2446,7.496,-68.9,54.2,No
5.047,0.15,0.734,0.233,0.1508,5.132,-57.1,45.8,No
5.06,0.06,0.285,0.0887,0.0283,0.553,-93.0,37.1,No
4.99,0.437,2.139,0.2931,0.1873,7.594,-61.1,54.7,No
4.988,1.995,9.894,2.1111,2.0166,53.998,-41.7,76.0,Yes
5.0,0.743,3.659,0.5399,0.7359,12.495,-48.3,62.0,No
5.018,0.511,2.507,0.2747,0.2835,7.645,-61.6,44.3,No
4.909,2.542,12.547,2.1246,3.493,103.008,-19.6,80.0,Yes
4.997,1.214,6.165,0.4153,0.6319,39.778,-52.7,67.9,No
4.978,2.104,10.5,1.2049,1.1881,80.57,-43.7,78.1,Yes
5.038,0.407,2.03,0.2113,0.197,5.743,-51.0,44.8,No
4.879,2.007,9.785,2.5356,3.4519,136.261,-4.5,88.6,Yes
5.024,0.455,2.281,0.2688,0.2468,6.053,-46.2,46.9,No
5.01,0.8,4.035,0.6194,0.5287,20.62,-46.9,60.0,Yes
5.045,0.063,0.313,0.0865,0.0181,2.155,-93.3,38.1,No
5.034,0.446,2.283,0.2634,0.1529,7.734,-66.7,51.8,No
5.018,0.218,1.108,0.2007,0.0984,4.11,-68.0,42.2,No
4.888,2.018,9.803,2.5699,2.8442,79.639,-21.9,91.5,Yes
4.894,2.234,10.889,3.1815,3.11,109.982,-19.2,71.9,Yes
4.96,1.98,9.879,1.6788,1.4215,41.292,-30.0,69.5,Yes
4.95,2.259,11.143,3.1013,2.5098,109.169,-24.8,74.0,Yes
5.037,0.013,0.063,0.0,0.0816,0.649,-102.2,38.1,No
5.035,0.117,0.542,0.2826,0.0547,3.548,-78.1,43.1,No
5.044,0.224,1.118,0.2707,0.0904,7.255,-77.8,46.9,No
5.068,0.204,1.002,0.1115,0.0258,4.471,-79.6,42.3,No
5.055,0.226,1.184,0.2636,0.2166,3.125,-77.0,42.9,No
5.006,0.861,4.294,0.5636,0.8401,17.072,-34.4,67.9,No
5.039,0.408,2.035,0.2434,0.2743,5.949,-51.5,47.8,No
5.014,0.139,0.696,0.1116,0.0104,2.351,-85.0,40.4,No
5.024,1.167,5.981,0.5114,0.4417,27.912,-46.7,61.9,Yes
4.969,2.046,10.114,2.1233,1.5015,39.058,-37.9,63.0,Yes
4.918,2.464,12.004,3.8846,4.1616,118.365,-8.0,81.5,Yes
4.917,1.836,9.117,3.2465,3.7431,124.739,-8.8,79.7,Yes
4.992,0.421,2.055,0.2746,0.2205,6.84,-58.8,46.9,No
5.015,0.387,1.95,0.1298,0.0457,5.608,-61.1,52.0,No
5.0,0.249,1.231,0.0336,0.1494,5.679,-59.7,42.9,No
4.98,0.631,3.033,0.4182,0.5549,30.864,-40.2,58.3,Yes
4.909,1.896,9.221,2.2319,3.3858,130.086,-20.6,81.8,Yes
4.97,1.796,8.85,2.2531,1.2159,76.289,-44.2,74.7,Yes
5.04,0.98,4.971,0.7497,0.505,40.326,-30.0,62.0,Yes
4.955,1.84,9.146,1.8648,1.266,60.011,-15.6,69.1,Yes
5.041,0.265,1.346,0.1548,0.0598,2.063,-67.7,52.0,No
5.035,0.078,0.392,0.0346,0.0765,1.624,-86.4,37.0,No
5.03,0.082,0.42,0.0052,0.0577,3.216,-108.1,37.8,No
5.013,1.128,5.663,0.6485,0.85,31.136,-45.0,56.3,Yes
5.021,0.307,1.516,0.2615,0.1625,2.233,-70.8,52.0,No
5.07,0.098,0.501,0.0306,0.0358,2.757,-89.8,34.7,No
5.002,0.771,3.764,0.6753,0.4792,9.354,-36.4,57.3,Yes
5.038,0.548,2.772,0.2996,0.2379,6.644,-61.4,48.8,No
4.961,1.748,8.667,2.0122,2.0348,67.097,-28.5,75.9,Yes
4.839,2.903,13.966,2.5727,4.5727,79.635,-38.1,87.8,Yes
4.998,0.516,2.596,0.3282,0.2052,7.248,-62.3,47.4,No
5.03,0.422,2.131,0.2378,0.2369,7.656,-40.0,49.6,No
5.053,0.135,0.693,0.0935,0.0008,1.083,-60.6,39.9,No
5.037,0.071,0.352,0.0892,0.0701,0.854,-77.5,35.8,No
4.884,2.008,9.883,3.2568,4.1475,84.736,-11.5,83.4,Yes
5.031,0.084,0.408,0.1021,0.0263,2.806,-89.8,35.0,No
4.961,1.748,8.666,1.6142,1.2031,94.014,-40.0,74.0,Yes
4.876,2.126,10.251,3.195,2.6536,84.822,-16.1,89.8,Yes
5.01,0.541,2.76,0.3199,0.2107,7.061,-47.1,49.5,No
4.98,1.202,5.944,0.5532,0.5493,33.522,-41.3,64.0,No
4.883,2.585,12.623,2.4135,2.6777,119.053,-11.2,75.6,Yes
4.951,1.693,8.481,1.9155,2.1747,52.633,-22.8,78.9,Yes
4.929,2.031,10.071,3.0463,3.5144,99.363,-7.4,77.5,Yes
5.005,0.646,3.275,0.7722,0.7183,29.922,-49.3,63.0,No
4.999,0.452,2.28,0.2537,0.2552,6.033,-72.8,51.7,No
5.018,0.472,2.338,0.3425,0.2128,7.31,-67.7,44.4,No
4.888,1.989,9.69,3.0286,3.404,111.656,-29.7,87.5,Yes
5.015,2.084,10.492,2.0137,1.847,47.482,-37.0,69.1,Yes
4.882,2.249,10.996,3.4935,3.0634,77.988,-18.3,89.8,Yes
5.026,0.47,2.384,0.2185,0.2417,5.846,-40.8,48.8,No
5.025,0.714,3.553,0.4294,0.7385,39.423,-39.8,67.2,No
5.033,0.241,1.182,0.0591,0.1141,2.513,-70.6,51.2,No
5.052,0.194,0.958,0.1609,0.0454,4.639,-63.3,43.9,No
5.041,0.068,0.362,0.1014,0.0664,0.872,-87.9,36.6,No
5.0,0.125,0.62,0.2476,0.0898,1.196,-70.8,41.2,No
4.992,1.099,5.445,0.6743,0.5965,10.539,-43.1,65.9,Yes
5.019,0.401,1.98,0.2766,0.1716,6.31,-43.3,47.1,No
4.946,1.407,6.923,2.2191,1.7543,78.105,-48.6,63.1,Yes
4.979,1.991,9.863,2.4197,1.8982,45.795,-40.3,68.3,Yes
5.034,0.459,2.305,0.3362,0.2148,6.084,-60.8,51.6,No
5.026,0.187,0.946,0.1481,0.1813,0.9,-72.2,42.2,No
4.927,2.252,10.992,2.4173,3.0413,146.163,-11.7,82.7,Yes
5.02,0.351,1.763,0.1746,0.1221,4.202,-85.1,39.0,No
5.019,0.488,2.399,0.2863,0.154,7.264,-58.7,45.0,No
4.995,0.887,4.433,0.5708,0.5982,11.799,-43.9,64.1,No
4.954,1.725,8.604,1.2478,1.9409,89.421,-41.1,74.5,Yes
5.044,0.416,2.099,0.2137,0.1877,4.519,-71.0,40.0,No
5.054,0.122,0.633,0.0676,0.0202,1.839,-85.0,35.8,No
5.001,1.15,5.744,0.4367,0.555,20.862,-47.7,59.2,Yes
5.037,0.168,0.806,0.1327,0.0639,4.058,-68.1,45.5,No
5.014,0.206,1.025,0.249,0.1661,5.056,-76.9,46.9,No
5.007,1.219,6.084,0.8522,0.5931,15.93,-50.7,63.6,Yes
5.043,0.117,0.586,0.0945,0.0292,1.303,-92.0,39.0,No
5.058,0.196,0.95,0.0017,0.0553,2.737,-96.7,30.9,No
5.061,0.114,0.562,0.0964,0.068,0.5,-89.4,33.2,No
4.982,1.997,9.98,2.2798,1.2015,39.062,-37.9,74.4,Yes
4.911,1.898,9.413,2.0731,3.6783,111.977,-10.0,79.2,Yes
4.987,1.132,5.665,0.7547,0.5519,38.241,-50.5,59.8,Yes
5.061,0.102,0.514,0.066,0.0376,2.724,-95.2,38.5,No
5.006,0.487,2.482,0.2723,0.2834,6.499,-52.0,44.0,No
4.991,1.875,9.271,2.472,1.9027,75.779,-29.9,72.9,Yes
4.876,2.448,12.059,3.2543,4.0971,96.825,-23.9,77.9,Yes
5.041,0.029,0.136,0.099,0.0461,2.372,-90.1,42.7,No
4.903,2.143,10.465,2.6287,2.0653,121.747,-12.4,84.5,Yes
5.028,0.413,2.093,0.33,0.2434,6.534,-54.2,49.5,No
4.901,1.957,9.69,3.1268,4.5448,134.528,-22.4,91.7,Yes
5.059,0.456,2.3,0.2588,0.165,4.794,-76.0,40.4,No
4.989,0.826,4.079,0.7863,0.6743,28.773,-37.2,68.8,Yes
4.917,1.705,8.413,2.5545,2.341,121.222,-22.8,76.7,Yes
5.02,0.62,3.179,0.5342,0.4625,38.239,-48.9,69.6,No
5.051,0.163,0.831,0.0114,0.0131,2.545,-94.2,33.0,No
4.958,1.495,7.401,1.5589,1.9175,65.02,-30.0,78.4,Yes
4.927,2.066,10.067,2.2362,2.466,110.263,-10.9,85.8,Yes
4.99,0.861,4.34,0.4835,0.76,37.131,-48.8,64.5,Yes
5.044,0.356,1.789,0.0616,0.1099,6.894,-90.6,43.0,No
4.987,0.918,4.543,0.7299,0.7835,23.112,-49.4,70.5,No
5.021,0.364,1.837,0.1032,0.0476,1.423,-66.5,49.3,No
4.874,2.555,12.545,2.944,2.7238,106.923,-19.0,74.3,Yes
4.906,3.056,15.079,2.4132,3.2353,134.564,-8.7,86.1,Yes
5.01,0.431,2.176,0.0828,0.2157,5.951,-65.2,48.5,No
5.019,0.376,1.856,0.2541,0.0813,6.484,-67.6,41.9,No
5.046,0.022,0.116,0.0,0.0645,0.949,-87.7,40.7,No
4.988,1.126,5.53,0.6189,0.7639,27.061,-48.6,52.4,No
5.006,1.251,6.261,0.689,0.8255,15.457,-56.8,56.6,No
5.038,0.332,1.678,0.1993,0.0768,5.297,-74.9,45.6,No
5.071,0.049,0.253,0.0161,0.0252,0.938,-98.5,37.0,No
5.044,0.094,0.469,0.0565,0.0344,2.563,-82.3,30.3,No
5.067,0.023,0.103,0.0256,0.0666,2.799,-94.7,32.2,No
5.027,0.555,2.765,0.7809,0.6287,11.871,-54.5,61.4,No
5.01,1.062,5.351,0.3726,0.606,30.811,-59.0,57.8,Yes
5.048,0.158,0.816,0.0,0.0402,0.607,-95.1,35.3,No
4.909,1.923,9.401,3.218,3.8727,102.509,-21.4,81.8,Yes
5.006,0.341,1.679,0.2035,0.1725,2.806,-71.1,41.4,No
5.035,1.132,5.666,0.5092,0.582,23.762,-63.8,61.1,No
5.064,0.159,0.806,0.0029,0.0337,1.636,-85.2,32.3,No
4.961,2.072,10.237,2.0195,2.1727,69.041,-40.5,82.8,Yes
5.022,0.153,0.776,0.0255,0.0471,2.139,-80.1,37.1,No
5.041,0.111,0.546,0.0717,0.2154,5.974,-70.4,40.6,No
5.025,0.479,2.384,0.2085,0.2566,6.844,-62.0,46.7,No
5.01,1.203,6.043,0.4933,0.5978,17.25,-56.4,65.2,No
4.995,1.258,6.219,0.7304,0.6352,24.754,-44.0,61.3,Yes
5.006,0.829,4.14,0.9,0.8124,11.396,-48.4,64.6,Yes
4.976,2.003,10.003,1.2764,1.8721,60.236,-45.1,72.7,Yes
5.0,1.023,5.029,0.7897,0.7541,20.038,-42.5,68.2,No
4.989,1.627,8.048,1.2154,1.8926,48.74,-38.7,76.6,Yes
4.966,2.071,10.312,2.3261,2.15,71.619,-47.9,76.7,Yes
4.889,2.123,10.317,2.5259,3.2014,103.588,-27.6,75.8,Yes
5.008,0.283,1.422,0.1783,0.1617,1.357,-83.9,33.5,No
4.953,1.749,8.693,2.4116,2.061,113.635,-23.6,89.0,Yes
5.0,0.306,1.51,0.193,0.1124,1.947,-62.8,42.9,No
5.026,0.116,0.585,0.0614,0.042,2.646,-89.8,34.4,No
4.895,2.376,11.641,3.0352,2.338,121.976,-15.8,80.8,Yes
4.929,2.315,11.504,3.6439,3.9623,136.504,-29.5,81.7,Yes
5.033,0.06,0.302,0.0932,0.062,3.193,-94.1,46.3,No
5.056,0.098,0.506,0.1114,0.0328,1.57,-88.5,38.2,No
5.027,0.41,2.078,0.2756,0.2319,5.814,-63.8,44.2,No
5.0,0.18,0.894,0.0795,0.0924,3.848,-78.6,44.6,No
5.04,0.788,3.998,0.7557,0.7021,40.185,-58.5,58.4,Yes
5.002,1.035,5.232,0.7349,0.5884,27.654,-54.7,72.0,Yes
4.9,3.012,14.808,3.1905,3.792,118.964,-19.2,78.1,Yes
4.864,2.484,12.071,3.8478,2.7934,119.856,-10.5,88.0,Yes
4.917,1.714,8.329,3.0335,3.7279,134.343,-17.7,81.7,Yes
5.065,0.176,0.889,0.0434,0.0735,2.229,-95.6,36.9,No
5.035,0.631,3.144,0.7599,0.628,33.865,-61.1,53.6,Yes
4.99,0.515,2.606,0.2946,0.2134,5.809,-62.7,55.0,No
5.02,0.758,3.818,0.4771,0.4829,15.622,-59.4,52.2,No
5.044,0.06,0.298,0.0172,0.0287,0.77,-92.0,30.0,No
4.884,1.985,9.689,1.8644,2.6563,136.4,-23.6,87.2,Yes
5.001,1.491,7.558,2.3824,1.8773,77.107,-23.7,79.3,Yes
5.013,1.478,7.257,1.9886,1.6459,88.381,-32.4,62.3,Yes
4.926,2.237,10.987,2.9391,2.2195,119.555,-14.6,76.8,Yes
5.044,0.456,2.241,0.3006,0.2055,7.11,-64.2,51.0,No
5.017,0.885,4.472,0.5669,0.8496,26.702,-51.5,66.1,Yes
5.057,0.389,1.953,0.0962,0.1333,3.852,-59.1,40.7,No
4.902,1.963,9.676,3.5122,4.5548,114.778,-32.0,81.4,Yes
4.948,1.948,9.686,2.1793,3.8239,144.914,-7.2,77.7,Yes
5.006,0.137,0.739,0.0805,0.0775,6.817,-45.2,45.7,No
5.056,0.314,1.592,0.0779,0.1714,1.931,-71.1,42.3,No
4.949,2.046,10.1,2.3577,2.3658,89.492,-34.7,66.6,Yes
5.02,0.275,1.375,0.2395,0.1396,2.813,-82.7,46.1,No
4.889,2.694,13.132,2.5785,3.0324,80.592,-18.1,83.6,Yes
5.036,0.09,0.43,0.0048,0.0094,2.678,-106.8,39.9,No
4.993,0.945,4.688,0.3866,0.386,16.562,-47.6,55.7,Yes
5.01,0.162,0.822,0.0074,0.0416,0.882,-91.8,34.7,No
5.028,0.87,4.368,0.4106,0.6992,18.259,-52.8,63.7,No
5.033,0.195,0.951,0.2047,0.1806,1.418,-82.1,43.7,No
5.007,0.416,2.099,0.3226,0.2072,7.221,-53.0,52.9,No
5.043,0.405,2.031,0.2161,0.1711,4.763,-65.8,44.3,No
5.049,0.054,0.258,0.1162,0.0224,0.877,-86.6,37.1,No
5.055,0.039,0.206,0.0395,0.0401,3.083,-88.5,36.1,No
5.036,0.181,0.946,0.175,0.1692,2.17,-50.6,50.0,No
5.001,0.354,1.712,0.1194,0.204,6.853,-80.8,42.9,No
5.048,0.159,0.797,0.0467,0.0167,1.226,-94.5,33.7,No
5.032,0.093,0.456,0.0,0.0738,2.574,-86.1,31.6,No
4.977,1.369,6.835,1.3981,2.0723,47.301,-37.1,78.7,Yes
4.899,2.064,10.07,2.3223,3.6173,119.878,-12.3,81.5,Yes
5.052,0.19,0.951,0.0895,0.1506,1.622,-75.1,44.7,No
4.881,2.228,10.685,2.4325,4.0797,90.858,-28.9,88.7,Yes
5.018,0.159,0.773,0.1897,0.0238,5.675,-63.1,51.3,No
5.034,0.815,4.222,0.8396,0.3483,9.325,-36.2,62.4,Yes
5.05,0.087,0.47,0.0923,0.0238,0.5,-79.8,34.4,No
5.01,0.189,0.971,0.1401,0.1449,5.011,-70.9,41.6,No
5.019,0.757,3.886,0.8248,0.6284,33.041,-59.2,66.3,Yes
4.837,2.768,13.489,3.3713,3.1116,116.781,-8.5,86.7,Yes
5.015,0.103,0.501,0.0684,0.1808,1.241,-55.9,49.8,No
4.865,2.08,10.129,2.7217,3.7348,139.033,-19.7,79.6,Yes
